代码,名称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交额(百万),成交量(股)
000001.SH,上证指数,1999/3/12,1151.99,1158.71,1148.67,1158.7,706443700,4495.67
000001.SH,上证指数,1999/3/15,1161.49,1169.7,1159.15,1164.64,729591100,5008.18
000001.SH,上证指数,1999/3/16,1164.79,1166.97,1155.94,1166.93,659863700,4032.67
000001.SH,上证指数,1999/3/17,1167.72,1173.04,1158.59,1159.1,754877500,4956.74
000001.SH,上证指数,1999/3/18,1155.27,1160.68,1147.57,1151.99,592744900,3697.61
000001.SH,上证指数,1999/3/19,1150.61,1172.93,1150.34,1172.93,716593100,5680.62
000001.SH,上证指数,1999/3/22,1175.68,1179.65,1168.34,1172.74,769528500,5632.75
000001.SH,上证指数,1999/3/23,1172.98,1174.48,1163.28,1170.95,878444000,3780.26
000001.SH,上证指数,1999/3/24,1171.3,1177.34,1167.1,1169.03,613294700,3805.38
000001.SH,上证指数,1999/3/25,1167.86,1167.88,1155.01,1156.85,513376200,3773.4
000001.SH,上证指数,1999/3/26,1155.35,1162.42,1154.94,1161.12,515196400,3544.64
000001.SH,上证指数,1999/3/29,1160.58,1169.5,1158.09,1169.49,551824200,3999.72
000001.SH,上证指数,1999/3/30,1171.13,1173.66,1156.05,1157.51,514719200,3443.1
000001.SH,上证指数,1999/3/31,1156.37,1159.53,1150.82,1158.05,484239000,3486.6
000001.SH,上证指数,1999/4/1,1158.68,1168.53,1158.44,1168.5,620212400,4981.38
000001.SH,上证指数,1999/4/2,1170.76,1184.43,1170.31,1184.4,766553200,5845.19
000001.SH,上证指数,1999/4/5,1188.93,1194.51,1187.06,1194.47,807176900,6256.01
000001.SH,上证指数,1999/4/6,1195.95,1199.84,1191.58,1199.6,670936100,4989.34
000001.SH,上证指数,1999/4/7,1200.22,1202.32,1193.73,1201.63,814167500,5813.79
000001.SH,上证指数,1999/4/8,1203.02,1205.41,1192.46,1202.47,817610600,5365.98
000001.SH,上证指数,1999/4/9,1203.44,1210.1,1196.74,1205.14,980901100,6831.57
000001.SH,上证指数,1999/4/12,1205.32,1205.68,1193.66,1195.34,1020296100,6908.19
000001.SH,上证指数,1999/4/13,1192.15,1193.33,1174.14,1178.19,734821400,4912.14
000001.SH,上证指数,1999/4/14,1176.77,1184.18,1174.27,1181.52,532570400,3833.02
000001.SH,上证指数,1999/4/15,1182.2,1185.59,1168.59,1170.62,737036900,4546.19
000001.SH,上证指数,1999/4/16,1168.91,1175.03,1162.31,1166.24,724113800,4492.72
000001.SH,上证指数,1999/4/19,1164.62,1166.04,1156.61,1159.47,767199000,4014.31
000001.SH,上证指数,1999/4/20,1160.05,1171.6,1159.56,1171.6,1069139900,3905.08
000001.SH,上证指数,1999/4/21,1171.95,1173.53,1143.05,1144.07,952069000,4179.72
000001.SH,上证指数,1999/4/22,1137.91,1140.9,1110.65,1137.16,908942800,4531.6
000001.SH,上证指数,1999/4/23,1137.61,1144.78,1135.61,1140,675682200,3520.45
000001.SH,上证指数,1999/4/26,1139.65,1140.17,1112,1112.79,604176300,3157.92
000001.SH,上证指数,1999/4/27,1108.91,1108.91,1089.76,1091.7,562483500,2881.96
000001.SH,上证指数,1999/4/28,1090.87,1112.29,1087.79,1091.09,473206600,3045.27
000001.SH,上证指数,1999/4/29,1091.06,1116.42,1090.56,1116.41,504636200,3168.53
000001.SH,上证指数,1999/4/30,1116.11,1122.22,1114.18,1120.93,419609700,2597.54
000001.SH,上证指数,1999/5/4,1120.91,1121.91,1108.89,1111.76,408896600,2378.66
000001.SH,上证指数,1999/5/5,1110.94,1116.96,1105.35,1116.93,437463300,2125.26
000001.SH,上证指数,1999/5/6,1116.86,1128.9,1116.64,1128.22,639098200,2759.4
000001.SH,上证指数,1999/5/7,1129.53,1131.49,1117.94,1120.74,583332700,2867.4
000001.SH,上证指数,1999/5/10,1107.37,1107.37,1065.18,1071.93,688193300,3594.18
000001.SH,上证指数,1999/5/11,1072.04,1095.41,1072.04,1095.4,434819100,2320.91
000001.SH,上证指数,1999/5/12,1096.74,1104.81,1092.79,1100,396164700,2346.32
000001.SH,上证指数,1999/5/13,1100.86,1101.36,1086.46,1088.86,366073200,2016.84
000001.SH,上证指数,1999/5/14,1087.94,1088,1060.5,1063.28,485905600,2673.95
000001.SH,上证指数,1999/5/17,1057.49,1072.17,1047.83,1065.56,375362500,2101.4
000001.SH,上证指数,1999/5/18,1066.52,1075.65,1058.39,1059.87,400459200,1952.89
000001.SH,上证指数,1999/5/19,1058.7,1109.12,1057.72,1109.09,598795200,4023.15
000001.SH,上证指数,1999/5/20,1114.66,1147.73,1113.32,1147.71,1067059200,6953.87
000001.SH,上证指数,1999/5/21,1154.81,1170.14,1152.26,1168.72,1570595700,9421.37
000001.SH,上证指数,1999/5/24,1173.13,1215.22,1164.9,1213.65,2074116000,13417.24
000001.SH,上证指数,1999/5/25,1223.13,1244.84,1198.07,1202.89,2873759400,15454.29
000001.SH,上证指数,1999/5/26,1199.23,1236.14,1195.84,1236.05,1620577800,11756.46
000001.SH,上证指数,1999/5/27,1247.32,1283.03,1247.32,1283.02,2257634800,17628.89
000001.SH,上证指数,1999/5/28,1291.96,1294.64,1260.71,1277.15,3196835800,15829.2
000001.SH,上证指数,1999/5/31,1287.08,1303.48,1253.25,1279.33,2347326100,16681.24
000001.SH,上证指数,1999/6/1,1283.3,1311.6,1276.12,1311.59,1722944900,13657.01
000001.SH,上证指数,1999/6/2,1319.83,1330.28,1287.01,1287.93,2223250200,17168.16
000001.SH,上证指数,1999/6/3,1280.48,1286.91,1259.01,1268.32,1666148000,12441.16
000001.SH,上证指数,1999/6/4,1271.17,1288,1271.16,1285.58,1368480400,11353.13
000001.SH,上证指数,1999/6/7,1287.46,1326.61,1285.15,1326.52,1566229000,13072.82
000001.SH,上证指数,1999/6/8,1336.03,1341.64,1319.5,1333.64,1619835000,13638.32
000001.SH,上证指数,1999/6/9,1334.85,1350.14,1323.99,1348.61,1563229200,12810.83
000001.SH,上证指数,1999/6/10,1371,1382.07,1353.56,1364.35,2487743000,18278.63
000001.SH,上证指数,1999/6/11,1364.28,1376.78,1359.28,1370.39,1884119000,13764.89
000001.SH,上证指数,1999/6/14,1382.53,1427.77,1382.53,1427.71,2526166200,17337.06
000001.SH,上证指数,1999/6/15,1453.33,1477.14,1366.65,1387.59,3748467900,26646.87
000001.SH,上证指数,1999/6/16,1402.35,1460.17,1402.3,1460.17,2520722400,20061.05
000001.SH,上证指数,1999/6/17,1483.06,1501.02,1450.2,1501.01,3648613800,27755.62
000001.SH,上证指数,1999/6/18,1511.88,1516.13,1480.98,1498.92,3611750500,26350
000001.SH,上证指数,1999/6/21,1506.83,1546.61,1503.4,1546.41,3069874900,23396.71
000001.SH,上证指数,1999/6/22,1551.88,1564.45,1524.5,1564.44,3170865800,22159.98
000001.SH,上证指数,1999/6/23,1571.27,1606.5,1566.63,1606.5,3026881700,25758.86
000001.SH,上证指数,1999/6/24,1615.63,1654.55,1611.99,1654.11,3762046600,31166.18
000001.SH,上证指数,1999/6/25,1665.99,1705.21,1591.08,1593.86,5781329300,40443.16
000001.SH,上证指数,1999/6/28,1606.28,1693.16,1606.28,1693.16,4138804100,29139.4
000001.SH,上证指数,1999/6/29,1722.74,1742.15,1691.34,1739.21,4010595600,31556.77
000001.SH,上证指数,1999/6/30,1755.56,1756.18,1666.01,1689.43,4885793200,34109.04
000001.SH,上证指数,1999/7/1,1678.84,1678.84,1540.03,1560.79,3126123000,25032.69
000001.SH,上证指数,1999/7/2,1570.56,1620.54,1532.44,1613.53,3438451400,22709.08
000001.SH,上证指数,1999/7/5,1627.25,1630.38,1573.73,1581.82,2420693200,17791.64
000001.SH,上证指数,1999/7/6,1568.83,1580.23,1504.37,1517.25,1796851500,12505.97
000001.SH,上证指数,1999/7/7,1515.16,1568.67,1507.55,1568.65,1572137700,12282.01
000001.SH,上证指数,1999/7/8,1579.14,1591.13,1560.43,1577.99,1439775300,12900.2
000001.SH,上证指数,1999/7/9,1577.79,1594.58,1563.16,1584.75,1343695700,12388.38
000001.SH,上证指数,1999/7/12,1588.38,1589.9,1545.56,1559.73,1408962800,12319.17
000001.SH,上证指数,1999/7/13,1547.34,1547.34,1511.43,1524.82,1240941800,8994.4
000001.SH,上证指数,1999/7/14,1526.98,1559.66,1526.22,1559.52,1120753200,9511.56
000001.SH,上证指数,1999/7/15,1565.04,1567.83,1545.07,1549.34,1597420100,9129.38
000001.SH,上证指数,1999/7/16,1547.46,1547.61,1512.78,1519.74,1493488700,8891.16
000001.SH,上证指数,1999/7/19,1500.45,1509.99,1473.23,1479.08,1235493500,8147.15
000001.SH,上证指数,1999/7/20,1476.03,1574.75,1471.51,1574.6,1731110500,11258.24
000001.SH,上证指数,1999/7/21,1586.89,1626.95,1573.7,1609.81,2792592100,20722.8
000001.SH,上证指数,1999/7/22,1606.86,1606.86,1548.5,1550.73,1784447700,13715.32
000001.SH,上证指数,1999/7/23,1552.25,1597.18,1552.24,1585.98,1330113400,11003.22
000001.SH,上证指数,1999/7/26,1592.41,1607.07,1587.38,1602.03,1245123200,10225.52
000001.SH,上证指数,1999/7/27,1605.37,1607.05,1580.82,1590.71,1161682800,9525.98
000001.SH,上证指数,1999/7/28,1592.45,1609.79,1584.25,1597.2,1070165400,9484.13
000001.SH,上证指数,1999/7/29,1610.12,1615.75,1585.84,1595.86,874300100,7986.5
000001.SH,上证指数,1999/7/30,1599.94,1605.27,1587.34,1601.46,1456164300,8163.63
000001.SH,上证指数,1999/8/2,1607.06,1622.38,1603.37,1616.28,1165873700,10094.56
000001.SH,上证指数,1999/8/3,1622.3,1626.91,1609.12,1626.84,1262796200,10195.63
000001.SH,上证指数,1999/8/4,1630.99,1649.26,1630.99,1649.13,1528651100,12379.58
000001.SH,上证指数,1999/8/5,1654.53,1658.69,1641.86,1653.54,1462173900,12885.92
000001.SH,上证指数,1999/8/6,1655.31,1656.59,1601.84,1646.59,1921333600,15532.71
000001.SH,上证指数,1999/8/9,1650.28,1651.64,1624.72,1628.84,1348022400,11510.44
000001.SH,上证指数,1999/8/10,1622.97,1623.03,1597.22,1602.15,1244001900,9513.72
000001.SH,上证指数,1999/8/11,1598.02,1607.68,1574.71,1583.4,947012000,7091.29
000001.SH,上证指数,1999/8/12,1583.51,1594.89,1566.71,1575.64,743380000,5655.27
000001.SH,上证指数,1999/8/13,1581.23,1591.49,1569.3,1571.9,667683300,4933.75
000001.SH,上证指数,1999/8/16,1568.9,1570.21,1546.84,1560.07,726984600,5240.4
000001.SH,上证指数,1999/8/17,1562.56,1596.15,1562.56,1576.41,898064400,7168.33
000001.SH,上证指数,1999/8/18,1578.26,1582.02,1555.98,1581.93,682044800,5605.03
000001.SH,上证指数,1999/8/19,1587.9,1645.84,1587.87,1637.74,1547297600,12933.97
000001.SH,上证指数,1999/8/20,1645.54,1651.17,1627.04,1628.93,1181764400,10684.26
000001.SH,上证指数,1999/8/23,1631.44,1645,1626.95,1645,1064361600,10083.89
000001.SH,上证指数,1999/8/24,1650.54,1655.14,1638.96,1648.47,1096098100,10704.37
000001.SH,上证指数,1999/8/25,1649.61,1651.09,1618.54,1625.77,926788800,8452.9
000001.SH,上证指数,1999/8/26,1622.17,1638.23,1615.86,1638.23,823946700,7140.3
000001.SH,上证指数,1999/8/27,1642.06,1644.47,1627.26,1633.9,822311600,7405.02
000001.SH,上证指数,1999/8/30,1635.55,1637.31,1614.45,1619.04,895662600,7774.13
000001.SH,上证指数,1999/8/31,1622.88,1630.01,1609.8,1627.12,735498400,5946.37
000001.SH,上证指数,1999/9/1,1627.82,1629.08,1595.96,1599.55,685913700,5778.72
000001.SH,上证指数,1999/9/2,1591.58,1614.11,1572.42,1611.96,813446000,6259.44
000001.SH,上证指数,1999/9/3,1613.3,1614.41,1583.45,1587.89,685659700,5283.49
000001.SH,上证指数,1999/9/6,1577.51,1577.56,1556.83,1560.68,553917700,4024.25
000001.SH,上证指数,1999/9/7,1558.86,1574.65,1556.74,1562.79,467192000,3981.18
000001.SH,上证指数,1999/9/8,1563.62,1581.93,1563.61,1571.6,417984700,3706.19
000001.SH,上证指数,1999/9/9,1590.71,1675.26,1590.7,1675.12,1974242000,14986.95
000001.SH,上证指数,1999/9/10,1690.03,1695.64,1656.72,1659.93,1956852600,18600.73
000001.SH,上证指数,1999/9/13,1664.51,1671.64,1656.17,1670.14,1089322300,10974.56
000001.SH,上证指数,1999/9/14,1675.71,1681.85,1668.13,1672.89,955270800,10136.84
000001.SH,上证指数,1999/9/15,1675.19,1679.14,1657.79,1662.8,1049848900,8906.71
000001.SH,上证指数,1999/9/16,1662.46,1664.96,1643.98,1645.51,731690100,7305.05
000001.SH,上证指数,1999/9/17,1644.8,1662.17,1636.48,1648.56,707628500,6448.3
000001.SH,上证指数,1999/9/20,1649.12,1651.54,1628.89,1633.84,532812300,4904.95
000001.SH,上证指数,1999/9/21,1630.02,1630.27,1617.81,1625.59,472031400,4028.27
000001.SH,上证指数,1999/9/22,1625.17,1632.41,1613.58,1617.06,396418300,3670.17
000001.SH,上证指数,1999/9/23,1618.77,1622.67,1597.12,1604.2,548541900,4302.76
000001.SH,上证指数,1999/9/24,1609.83,1631.4,1609.83,1619.33,448213700,3871.97
000001.SH,上证指数,1999/9/27,1624.46,1629.19,1598.71,1602.16,409240600,4190.2
000001.SH,上证指数,1999/9/28,1602.79,1606.02,1586.55,1591.43,409781300,3722.19
000001.SH,上证指数,1999/9/29,1593.72,1608.6,1581,1584.95,474946400,3766.05
000001.SH,上证指数,1999/9/30,1588.99,1595.01,1567.72,1570.7,455507200,4045.56
000001.SH,上证指数,1999/10/8,1568.24,1568.38,1531.8,1534.52,331275400,2482.26
000001.SH,上证指数,1999/10/11,1529.22,1538.34,1516.62,1522.48,333523800,2655.56
000001.SH,上证指数,1999/10/12,1526.45,1538.28,1526.45,1537.8,233986100,2142.75
000001.SH,上证指数,1999/10/13,1540.6,1544.45,1504.39,1507.42,362642200,2286.19
000001.SH,上证指数,1999/10/14,1504.5,1535.24,1494.94,1508.73,403368800,2599.84
000001.SH,上证指数,1999/10/15,1515.91,1550.71,1515.91,1543.8,567080800,4145.65
000001.SH,上证指数,1999/10/18,1547.27,1549.37,1499.46,1501.67,560267400,3517.37
000001.SH,上证指数,1999/10/19,1493.47,1493.49,1468.1,1470.9,486167000,3069.33
000001.SH,上证指数,1999/10/20,1469.28,1490.76,1463.43,1485.83,431183500,2798.38
000001.SH,上证指数,1999/10/21,1486.93,1488.01,1452.71,1458.53,477268600,3335.65
000001.SH,上证指数,1999/10/22,1457.64,1512.93,1457.5,1497.46,784406400,5006.16
000001.SH,上证指数,1999/10/25,1499.14,1499.39,1465.14,1468.27,516785800,2912.73
000001.SH,上证指数,1999/10/26,1467.52,1496.45,1467.51,1482.67,755550800,3395.25
000001.SH,上证指数,1999/10/27,1509.64,1537.3,1504.99,1536.82,1614688500,6969.63
000001.SH,上证指数,1999/10/28,1541.29,1542.05,1507.79,1514.53,1328479400,5268.1
000001.SH,上证指数,1999/10/29,1515.18,1520.47,1494.71,1504.56,850592500,4325.72
000001.SH,上证指数,1999/11/1,1501.74,1506.99,1488.23,1493.1,619149400,3185.79
000001.SH,上证指数,1999/11/2,1491.76,1499.87,1481.57,1487.47,445031100,2895.95
000001.SH,上证指数,1999/11/3,1488.37,1492.31,1472.73,1475.68,484565900,2777.96
000001.SH,上证指数,1999/11/4,1474.14,1474.14,1457.14,1464.83,590695100,3075.13
000001.SH,上证指数,1999/11/5,1464.6,1478.83,1460.68,1465.23,560002600,2918.87
000001.SH,上证指数,1999/11/8,1464.49,1477.14,1458.65,1471.38,478786200,2475.39
000001.SH,上证指数,1999/11/9,1474,1479.83,1461.48,1464.03,440650000,2436.85
000001.SH,上证指数,1999/11/10,1463.69,1463.73,1436.74,1450.15,679121700,7860.07
000001.SH,上证指数,1999/11/11,1449.62,1459.45,1440.98,1443.91,467834900,3352.63
000001.SH,上证指数,1999/11/12,1446.26,1452.93,1444.13,1450.33,340813600,2612.72
000001.SH,上证指数,1999/11/15,1451.55,1454.09,1436.68,1451.54,808911400,3148.12
000001.SH,上证指数,1999/11/16,1463.34,1469.6,1428.75,1431.32,832157000,4854.08
000001.SH,上证指数,1999/11/17,1429.71,1462.85,1427.36,1462.79,652606900,3763.92
000001.SH,上证指数,1999/11/18,1466.49,1498.08,1454.47,1482.45,1014820400,6753.97
000001.SH,上证指数,1999/11/19,1485.05,1489.9,1466.35,1468.47,570549300,4069.18
000001.SH,上证指数,1999/11/22,1468.22,1468.94,1457.61,1464.59,615375400,3514.2
000001.SH,上证指数,1999/11/23,1464.93,1471.91,1461.38,1466.43,418801400,2856.24
000001.SH,上证指数,1999/11/24,1466.09,1467.84,1451.03,1454.58,420710900,2537.16
000001.SH,上证指数,1999/11/25,1451.88,1451.89,1439.94,1444.24,412350400,2630.27
000001.SH,上证指数,1999/11/26,1443.44,1449.03,1441.52,1444.51,710050100,2757.46
000001.SH,上证指数,1999/11/29,1444.01,1444.59,1432.96,1435.47,524671800,2785.93
000001.SH,上证指数,1999/11/30,1433.9,1439.61,1429.55,1434.97,491033600,2434.14
000001.SH,上证指数,1999/12/1,1434.98,1447.68,1432.95,1447.12,497560200,2878.79
000001.SH,上证指数,1999/12/2,1446.69,1447.81,1433.54,1435.84,533560400,3291.84
000001.SH,上证指数,1999/12/3,1436.02,1440.54,1430.66,1437.23,451732000,3066.89
000001.SH,上证指数,1999/12/6,1436.8,1437.18,1422.73,1427,510372600,3156.75
000001.SH,上证指数,1999/12/7,1426.69,1438.04,1424.76,1428.26,466255000,2978.88
000001.SH,上证指数,1999/12/8,1428.77,1430.98,1422.05,1424.85,469681900,3290.64
000001.SH,上证指数,1999/12/9,1424.91,1424.91,1413.63,1416.73,459280000,2850.35
000001.SH,上证指数,1999/12/10,1416.37,1429.01,1413.45,1428.94,478527100,3519.32
000001.SH,上证指数,1999/12/13,1429.19,1430.41,1415.29,1417.11,504221900,3758.81
000001.SH,上证指数,1999/12/14,1415.71,1422.36,1411.07,1422.26,455119900,3061.18
000001.SH,上证指数,1999/12/15,1423.76,1461.9,1423.74,1451.06,1093729000,6741.85
000001.SH,上证指数,1999/12/16,1451.73,1451.94,1432.83,1434.87,606275000,4143.62
000001.SH,上证指数,1999/12/17,1434.63,1438.23,1416.74,1419.55,512298200,3799.89
000001.SH,上证指数,1999/12/21,1416.5,1416.5,1388.06,1395.5,566058000,3150.57
000001.SH,上证指数,1999/12/22,1393.83,1397.17,1383.57,1387.51,493602500,3407.84
000001.SH,上证指数,1999/12/23,1386.79,1387.2,1364.92,1369.46,511264400,3288.23
000001.SH,上证指数,1999/12/24,1367.69,1375.92,1352.1,1355.37,429204900,2763.82
000001.SH,上证指数,1999/12/27,1353.53,1359.08,1341.05,1345.35,512089400,3222.66
000001.SH,上证指数,1999/12/28,1346.45,1368.25,1342.94,1348.82,489571200,2964.95
000001.SH,上证指数,1999/12/29,1350.27,1358.14,1341.93,1356.93,505356800,3246.1
000001.SH,上证指数,1999/12/30,1357.82,1366.68,1357.82,1366.58,401397100,2359.96
000001.SH,上证指数,2000/1/4,1368.69,1407.52,1361.21,1406.37,903402300,5183.9
000001.SH,上证指数,2000/1/5,1407.83,1433.78,1398.32,1409.68,1057998400,8137.33
000001.SH,上证指数,2000/1/6,1406.04,1463.96,1400.25,1463.94,1348051500,9520.84
000001.SH,上证指数,2000/1/7,1477.15,1522.83,1477.15,1516.6,3451569900,19487.19
000001.SH,上证指数,2000/1/10,1531.71,1546.72,1506.4,1545.11,3125353900,18779.11
000001.SH,上证指数,2000/1/11,1547.68,1547.71,1468.76,1479.78,2192455400,15771.75
000001.SH,上证指数,2000/1/12,1473.76,1489.28,1435,1438.02,1522286900,12656.69
000001.SH,上证指数,2000/1/13,1437.45,1444.07,1418.81,1424.44,861291200,7468.73
000001.SH,上证指数,2000/1/14,1426.22,1433.47,1401.71,1408.85,744701200,6256.4
000001.SH,上证指数,2000/1/17,1408.99,1433.38,1402.66,1433.33,764983100,6290.28
000001.SH,上证指数,2000/1/18,1436.89,1443.59,1421.64,1426.62,776712800,7072.43
000001.SH,上证指数,2000/1/19,1425.87,1443.67,1425.14,1440.72,800659600,6493.59
000001.SH,上证指数,2000/1/20,1443.09,1466.9,1443.09,1466.86,1007080200,8875.43
000001.SH,上证指数,2000/1/21,1471.91,1476.46,1458.93,1465.09,1505097300,13743.48
000001.SH,上证指数,2000/1/24,1465.86,1477.41,1449.47,1477.34,1624151500,14606.04
000001.SH,上证指数,2000/1/25,1483.03,1490.46,1467.44,1476.51,1363598700,12996.7
000001.SH,上证指数,2000/1/26,1477.3,1482.46,1469.98,1481.12,1038443700,9577.44
000001.SH,上证指数,2000/1/27,1490.45,1506.92,1485.23,1506.77,1898178600,15992.56
000001.SH,上证指数,2000/1/28,1514.56,1536.35,1510.75,1535,2938895600,20709.48
000001.SH,上证指数,2000/2/14,1591.45,1674.13,1587.82,1673.94,4358082000,23157.62
000001.SH,上证指数,2000/2/15,1709.22,1746.44,1663.01,1670.67,5254347200,34925.49
000001.SH,上证指数,2000/2/16,1674.94,1695.88,1649.7,1693.11,3743555000,34009
000001.SH,上证指数,2000/2/17,1734.27,1770.88,1615.63,1640.65,5143904700,47262.17
000001.SH,上证指数,2000/2/18,1623.96,1668.16,1583.58,1668.09,2679965100,25842.49
000001.SH,上证指数,2000/2/21,1681.36,1697.01,1652.48,1677.14,3105240800,32615.79
000001.SH,上证指数,2000/2/22,1681.3,1687.51,1627.47,1632.29,2425177800,26178.82
000001.SH,上证指数,2000/2/23,1618.01,1630.55,1586.63,1594.93,1918606000,18577.26
000001.SH,上证指数,2000/2/24,1593.95,1634.32,1593.93,1634.31,1393287800,14762.16
000001.SH,上证指数,2000/2/25,1639.92,1650.37,1618.18,1631.58,1705805500,18504.67
000001.SH,上证指数,2000/2/28,1639.8,1704.88,1639.7,1704.86,2612794300,24422.23
000001.SH,上证指数,2000/2/29,1728.14,1733.14,1678.35,1714.58,2868075700,32196.01
000001.SH,上证指数,2000/3/1,1720.6,1721.14,1692.51,1697.74,2248835500,23873.89
000001.SH,上证指数,2000/3/2,1697.56,1721.6,1682.54,1713.01,1959349600,20352.63
000001.SH,上证指数,2000/3/3,1728.36,1750.65,1721.71,1738.02,2481549000,25767.59
000001.SH,上证指数,2000/3/6,1756.31,1762.83,1678.74,1681.09,2650721500,26614.91
000001.SH,上证指数,2000/3/7,1661.95,1694.89,1654.44,1694.8,1768561500,16439.37
000001.SH,上证指数,2000/3/8,1699.46,1726.04,1690.12,1726.03,1974594100,17218.28
000001.SH,上证指数,2000/3/9,1734.77,1741.22,1714.92,1732.35,1787737800,18604.74
