浠ｇ爜,鍚嶇О,鏃ユ湡,寮€鐩樹环(鍏?,鏈€楂樹环(鍏?,鏈€浣庝环(鍏?,鏀剁洏浠?鍏?,鎴愪氦棰?鐧句竾),鎴愪氦閲?鑲?
399106.SZ,娣辫瘉缁兼寚,1992/2/25,110.59,110.59,110.59,110.59,16.36,1178700
399106.SZ,娣辫瘉缁兼寚,1992/2/26,109.22,109.22,109.22,109.22,19.05,1420000
399106.SZ,娣辫瘉缁兼寚,1992/2/27,112.12,112.12,112.12,112.12,21.22,1587600
399106.SZ,娣辫瘉缁兼寚,1992/2/28,113.3,113.3,113.3,113.3,25.68,1981100
399106.SZ,娣辫瘉缁兼寚,1992/3/2,115.53,115.53,115.53,115.53,34.53,2613100
399106.SZ,娣辫瘉缁兼寚,1992/3/3,114.44,114.44,114.44,114.44,27.1,1924000
399106.SZ,娣辫瘉缁兼寚,1992/3/4,113.79,113.79,113.79,113.79,26.41,2070900
399106.SZ,娣辫瘉缁兼寚,1992/3/5,114.52,114.52,114.52,114.52,25.83,1989900
399106.SZ,娣辫瘉缁兼寚,1992/3/6,113.96,113.96,113.96,113.96,29.44,1677600
399106.SZ,娣辫瘉缁兼寚,1992/3/9,113.31,113.31,113.31,113.31,32.23,2128300
399106.SZ,娣辫瘉缁兼寚,1992/3/10,113.24,113.24,113.24,113.24,29.06,2608800
399106.SZ,娣辫瘉缁兼寚,1992/3/11,113.59,113.59,113.59,113.59,26.38,2045100
399106.SZ,娣辫瘉缁兼寚,1992/3/12,114.08,114.08,114.08,114.08,21.96,1480300
399106.SZ,娣辫瘉缁兼寚,1992/3/13,114.14,114.14,114.14,114.14,22.99,1467000
399106.SZ,娣辫瘉缁兼寚,1992/3/16,115.63,115.63,115.63,115.63,39.94,2596800
399106.SZ,娣辫瘉缁兼寚,1992/3/17,115.73,115.73,115.73,115.73,30.28,2095800
399106.SZ,娣辫瘉缁兼寚,1992/3/18,115.89,115.89,115.89,115.89,52.76,3436000
399106.SZ,娣辫瘉缁兼寚,1992/3/19,115.96,115.96,115.96,115.96,28.56,2008300
399106.SZ,娣辫瘉缁兼寚,1992/3/20,115.33,115.33,115.33,115.33,26.68,1826400
399106.SZ,娣辫瘉缁兼寚,1992/3/23,116.18,116.18,116.18,116.18,32.65,2321900
399106.SZ,娣辫瘉缁兼寚,1992/3/24,117.07,117.07,117.07,117.07,40.33,2775500
399106.SZ,娣辫瘉缁兼寚,1992/3/25,121.89,121.89,121.89,121.89,44.75,3022000
399106.SZ,娣辫瘉缁兼寚,1992/3/26,126.89,126.89,126.89,126.89,66.19,4146700
399106.SZ,娣辫瘉缁兼寚,1992/3/27,130.05,130.05,130.05,130.05,70.42,4459000
399106.SZ,娣辫瘉缁兼寚,1992/3/30,134.58,134.58,134.58,134.58,96.35,7214100
399106.SZ,娣辫瘉缁兼寚,1992/3/31,140.27,140.27,140.27,140.27,99.27,7052200
399106.SZ,娣辫瘉缁兼寚,1992/4/1,143.21,143.21,143.21,143.21,111.65,8129200
399106.SZ,娣辫瘉缁兼寚,1992/4/2,142.43,142.43,142.43,142.43,96.99,7017700
399106.SZ,娣辫瘉缁兼寚,1992/4/3,142.02,142.02,142.02,142.02,81.62,5953800
399106.SZ,娣辫瘉缁兼寚,1992/4/6,147.57,147.57,147.57,147.57,96.38,6624000
399106.SZ,娣辫瘉缁兼寚,1992/4/7,151.33,151.33,151.33,151.33,117.27,7539600
399106.SZ,娣辫瘉缁兼寚,1992/4/8,154.81,154.81,154.81,154.81,132.51,8070300
399106.SZ,娣辫瘉缁兼寚,1992/4/9,159.21,159.21,159.21,159.21,138.36,8857200
399106.SZ,娣辫瘉缁兼寚,1992/4/10,165.66,165.66,165.66,165.66,124.79,7666500
399106.SZ,娣辫瘉缁兼寚,1992/4/13,185.57,185.57,185.57,185.57,101.96,5837300
399106.SZ,娣辫瘉缁兼寚,1992/4/14,191.92,191.92,191.92,191.92,166.2,8825200
399106.SZ,娣辫瘉缁兼寚,1992/4/15,180.51,180.51,180.51,180.51,171.34,9682300
399106.SZ,娣辫瘉缁兼寚,1992/4/16,188.4,188.4,188.4,188.4,165.62,9205800
399106.SZ,娣辫瘉缁兼寚,1992/4/17,186.23,186.23,186.23,186.23,133.57,6415600
399106.SZ,娣辫瘉缁兼寚,1992/4/20,181.75,181.75,181.75,181.75,107.7,6512500
399106.SZ,娣辫瘉缁兼寚,1992/4/21,181.12,181.12,181.12,181.12,130.14,8355900
399106.SZ,娣辫瘉缁兼寚,1992/4/22,190.29,190.29,190.29,190.29,158.01,9785900
399106.SZ,娣辫瘉缁兼寚,1992/4/23,198.75,198.75,198.75,198.75,174.41,9854800
399106.SZ,娣辫瘉缁兼寚,1992/4/24,202.63,202.63,202.63,202.63,193.3,10709800
399106.SZ,娣辫瘉缁兼寚,1992/4/27,201.34,201.34,201.34,201.34,153.59,8197900
399106.SZ,娣辫瘉缁兼寚,1992/4/28,203.44,203.44,203.44,203.44,176.33,10754000
399106.SZ,娣辫瘉缁兼寚,1992/4/29,206.2,206.2,206.2,206.2,214.25,13023000
399106.SZ,娣辫瘉缁兼寚,1992/4/30,213.29,213.29,213.29,213.29,194.96,10424100
399106.SZ,娣辫瘉缁兼寚,1992/5/1,213.29,213.29,213.29,213.29,0,0
399106.SZ,娣辫瘉缁兼寚,1992/5/3,220.43,220.43,220.43,220.43,177.05,8006200
399106.SZ,娣辫瘉缁兼寚,1992/5/4,228.05,228.05,228.05,228.05,212.82,10992000
399106.SZ,娣辫瘉缁兼寚,1992/5/5,241.09,241.09,241.09,241.09,241.37,10756400
399106.SZ,娣辫瘉缁兼寚,1992/5/6,244.82,244.82,244.82,244.82,288.32,13355700
399106.SZ,娣辫瘉缁兼寚,1992/5/7,235.73,235.73,235.73,235.73,321.59,15065200
399106.SZ,娣辫瘉缁兼寚,1992/5/8,235.86,235.86,235.86,235.86,268.72,11245800
399106.SZ,娣辫瘉缁兼寚,1992/5/11,243.2,243.2,243.2,243.2,234.07,10939100
399106.SZ,娣辫瘉缁兼寚,1992/5/12,258.79,258.79,258.79,258.79,291.2,12386500
399106.SZ,娣辫瘉缁兼寚,1992/5/13,262.22,262.22,262.22,262.22,339.67,14309800
399106.SZ,娣辫瘉缁兼寚,1992/5/14,264.24,264.24,264.24,264.24,287.74,12460900
399106.SZ,娣辫瘉缁兼寚,1992/5/15,272.48,272.48,272.48,272.48,283.93,12258100
399106.SZ,娣辫瘉缁兼寚,1992/5/18,284.36,284.36,284.36,284.36,303.7,12498600
399106.SZ,娣辫瘉缁兼寚,1992/5/19,301.64,301.64,301.64,301.64,374.19,14515400
399106.SZ,娣辫瘉缁兼寚,1992/5/20,294.64,294.64,294.64,294.64,371.3,13459900
399106.SZ,娣辫瘉缁兼寚,1992/5/21,297.8,297.8,297.8,297.8,281.64,11087700
399106.SZ,娣辫瘉缁兼寚,1992/5/22,298.35,298.35,298.35,298.35,332.15,12710900
399106.SZ,娣辫瘉缁兼寚,1992/5/25,305.02,305.02,305.02,305.02,373.05,13793700
399106.SZ,娣辫瘉缁兼寚,1992/5/26,312.21,312.21,312.21,312.21,363.3,13233600
399106.SZ,娣辫瘉缁兼寚,1992/5/27,311.97,311.97,311.97,311.97,306.17,10740800
399106.SZ,娣辫瘉缁兼寚,1992/5/28,307,307,307,307,281.01,9882300
399106.SZ,娣辫瘉缁兼寚,1992/5/29,304.71,304.71,304.71,304.71,270.08,9470200
399106.SZ,娣辫瘉缁兼寚,1992/6/1,306.39,306.39,306.39,306.39,334.11,11360400
399106.SZ,娣辫瘉缁兼寚,1992/6/2,300.5,300.5,300.5,300.5,260.81,9059500
399106.SZ,娣辫瘉缁兼寚,1992/6/3,277.2,277.2,277.2,277.2,207.81,7791500
399106.SZ,娣辫瘉缁兼寚,1992/6/4,281.27,281.27,281.27,281.27,352.56,14482100
399106.SZ,娣辫瘉缁兼寚,1992/6/5,282.68,282.68,282.68,282.68,353.4,12797700
399106.SZ,娣辫瘉缁兼寚,1992/6/8,278.32,278.32,278.32,278.32,229.13,9117200
399106.SZ,娣辫瘉缁兼寚,1992/6/9,261.72,261.72,261.72,261.72,156.3,6656100
399106.SZ,娣辫瘉缁兼寚,1992/6/10,266.34,266.34,266.34,266.34,196.06,8265500
399106.SZ,娣辫瘉缁兼寚,1992/6/11,261.54,261.54,261.54,261.54,155.89,6482500
399106.SZ,娣辫瘉缁兼寚,1992/6/12,264.75,264.75,264.75,264.75,188.91,7878800
399106.SZ,娣辫瘉缁兼寚,1992/6/15,252.67,252.67,252.67,252.67,145.6,6224800
399106.SZ,娣辫瘉缁兼寚,1992/6/16,233.73,233.73,233.73,233.73,203.04,10427700
399106.SZ,娣辫瘉缁兼寚,1992/6/17,257.18,257.18,257.18,257.18,226.1,11324400
399106.SZ,娣辫瘉缁兼寚,1992/6/18,250.53,250.53,250.53,250.53,350.8,16348600
399106.SZ,娣辫瘉缁兼寚,1992/6/19,250.87,250.87,250.87,250.87,203.08,9493900
399106.SZ,娣辫瘉缁兼寚,1992/6/22,239.34,239.34,239.34,239.34,161.58,7444200
399106.SZ,娣辫瘉缁兼寚,1992/6/23,243.97,243.97,243.97,243.97,143.48,6756800
399106.SZ,娣辫瘉缁兼寚,1992/6/24,240.92,240.92,240.92,240.92,135.37,6054900
399106.SZ,娣辫瘉缁兼寚,1992/6/25,243.49,243.49,243.49,243.49,142.11,7085200
399106.SZ,娣辫瘉缁兼寚,1992/6/26,253.82,253.82,253.82,253.82,255.39,11897200
399106.SZ,娣辫瘉缁兼寚,1992/6/29,275.93,275.93,275.93,275.93,366.97,15769900
399106.SZ,娣辫瘉缁兼寚,1992/6/30,286.88,286.88,286.88,286.88,462.47,18468500
399106.SZ,娣辫瘉缁兼寚,1992/7/1,274.42,274.42,274.42,274.42,432.19,16891400
399106.SZ,娣辫瘉缁兼寚,1992/7/2,271.77,271.77,271.77,271.77,297.57,11973200
399106.SZ,娣辫瘉缁兼寚,1992/7/3,276.36,276.36,276.36,276.36,311.47,12473300
399106.SZ,娣辫瘉缁兼寚,1992/7/6,271.62,271.62,271.62,271.62,355.63,13806000
399106.SZ,娣辫瘉缁兼寚,1992/7/7,272.92,272.92,272.92,272.92,198.04,7868500
399106.SZ,娣辫瘉缁兼寚,1992/7/8,273.54,273.54,273.54,273.54,163.66,6869900
399106.SZ,娣辫瘉缁兼寚,1992/7/9,269.42,269.42,269.42,269.42,214.47,8319700
399106.SZ,娣辫瘉缁兼寚,1992/7/10,267.79,267.79,267.79,267.79,190.59,7600200
399106.SZ,娣辫瘉缁兼寚,1992/7/13,273.39,273.39,273.39,273.39,197.52,7750000
399106.SZ,娣辫瘉缁兼寚,1992/7/14,274.7,274.7,274.7,274.7,229.59,9068900
399106.SZ,娣辫瘉缁兼寚,1992/7/15,272.88,272.88,272.88,272.88,123.8,4861700
399106.SZ,娣辫瘉缁兼寚,1992/7/16,277.19,277.19,277.19,277.19,176.58,6752500
399106.SZ,娣辫瘉缁兼寚,1992/7/17,282.83,282.83,282.83,282.83,311.7,11824300
399106.SZ,娣辫瘉缁兼寚,1992/7/20,294.17,294.17,294.17,294.17,381.48,14120000
399106.SZ,娣辫瘉缁兼寚,1992/7/21,290.88,290.88,290.88,290.88,345.03,12242900
399106.SZ,娣辫瘉缁兼寚,1992/7/22,291.03,291.03,291.03,291.03,251.06,8818100
399106.SZ,娣辫瘉缁兼寚,1992/7/23,296.84,296.84,296.84,296.84,290.31,10365200
399106.SZ,娣辫瘉缁兼寚,1992/7/24,299.29,299.29,299.29,299.29,342.15,12036300
399106.SZ,娣辫瘉缁兼寚,1992/7/27,308.67,308.67,308.67,308.67,336.41,11921300
399106.SZ,娣辫瘉缁兼寚,1992/7/28,302.01,302.01,302.01,302.01,303.12,10484800
399106.SZ,娣辫瘉缁兼寚,1992/7/29,302.59,302.59,302.59,302.59,262.33,9220500
399106.SZ,娣辫瘉缁兼寚,1992/7/30,304.36,304.36,304.36,304.36,224.2,8217800
399106.SZ,娣辫瘉缁兼寚,1992/7/31,301.84,301.84,301.84,301.84,223.65,8042900
399106.SZ,娣辫瘉缁兼寚,1992/8/3,287.8,287.8,287.8,287.8,241.83,8949200
399106.SZ,娣辫瘉缁兼寚,1992/8/4,295.15,295.15,295.15,295.15,243.11,8743400
399106.SZ,娣辫瘉缁兼寚,1992/8/5,296.49,296.49,296.49,296.49,187.51,6634100
399106.SZ,娣辫瘉缁兼寚,1992/8/6,293.9,293.9,293.9,293.9,145.71,5207200
399106.SZ,娣辫瘉缁兼寚,1992/8/7,302.79,302.79,302.79,302.79,202.67,7059700
399106.SZ,娣辫瘉缁兼寚,1992/8/10,310.47,310.47,310.47,310.47,196.65,6913200
399106.SZ,娣辫瘉缁兼寚,1992/8/11,294.22,294.22,294.22,294.22,63.86,2238400
399106.SZ,娣辫瘉缁兼寚,1992/8/12,293.68,293.68,293.68,293.68,303.82,10313100
399106.SZ,娣辫瘉缁兼寚,1992/8/13,285.41,285.41,285.41,285.41,312.87,10929900
399106.SZ,娣辫瘉缁兼寚,1992/8/14,294.42,294.42,294.42,294.42,308.64,10504500
399106.SZ,娣辫瘉缁兼寚,1992/8/17,298.86,298.86,298.86,298.86,337.5,11218500
399106.SZ,娣辫瘉缁兼寚,1992/8/18,295.57,295.57,295.57,295.57,194.1,6408100
399106.SZ,娣辫瘉缁兼寚,1992/8/19,295.44,295.44,295.44,295.44,144.5,4946000
399106.SZ,娣辫瘉缁兼寚,1992/8/20,295.43,295.43,295.43,295.43,154.82,5174400
399106.SZ,娣辫瘉缁兼寚,1992/8/21,290.76,290.76,290.76,290.76,181.71,6053200
399106.SZ,娣辫瘉缁兼寚,1992/8/24,285.72,285.72,285.72,285.72,163.79,5637000
399106.SZ,娣辫瘉缁兼寚,1992/8/25,276.74,276.74,276.74,276.74,178.31,6454900
399106.SZ,娣辫瘉缁兼寚,1992/8/26,283.06,283.06,283.06,283.06,278.59,10317000
399106.SZ,娣辫瘉缁兼寚,1992/8/27,283.37,283.37,283.37,283.37,184.47,6631100
399106.SZ,娣辫瘉缁兼寚,1992/8/28,282.87,282.87,282.87,282.87,116.84,4153700
399106.SZ,娣辫瘉缁兼寚,1992/8/31,277.17,277.17,277.17,277.17,81.84,2881000
399106.SZ,娣辫瘉缁兼寚,1992/9/1,271.08,271.08,271.08,271.08,106.68,3886600
399106.SZ,娣辫瘉缁兼寚,1992/9/2,270.89,270.89,270.89,270.89,186.22,7001200
399106.SZ,娣辫瘉缁兼寚,1992/9/3,266.14,266.14,266.14,266.14,133.94,5034600
399106.SZ,娣辫瘉缁兼寚,1992/9/4,254.76,254.76,254.76,254.76,218.47,8727500
399106.SZ,娣辫瘉缁兼寚,1992/9/7,242.69,242.69,242.69,242.69,215.22,8717700
399106.SZ,娣辫瘉缁兼寚,1992/9/8,258.79,258.79,258.79,258.79,252.4,10056300
399106.SZ,娣辫瘉缁兼寚,1992/9/9,266.5,266.5,266.5,266.5,315.88,12223400
399106.SZ,娣辫瘉缁兼寚,1992/9/10,268.35,268.35,268.35,268.35,333.53,11994400
399106.SZ,娣辫瘉缁兼寚,1992/9/11,270.83,270.83,270.83,270.83,247.43,8716700
399106.SZ,娣辫瘉缁兼寚,1992/9/14,264.93,264.93,264.93,264.93,213.66,7244500
399106.SZ,娣辫瘉缁兼寚,1992/9/15,263.6,263.6,263.6,263.6,152.38,5362900
399106.SZ,娣辫瘉缁兼寚,1992/9/16,264.36,264.36,264.36,264.36,92.99,3245400
399106.SZ,娣辫瘉缁兼寚,1992/9/17,269.11,269.11,269.11,269.11,142.11,4893300
399106.SZ,娣辫瘉缁兼寚,1992/9/18,265.93,265.93,265.93,265.93,93.03,3184900
399106.SZ,娣辫瘉缁兼寚,1992/9/21,264.53,264.53,264.53,264.53,69.96,2489400
399106.SZ,娣辫瘉缁兼寚,1992/9/22,262.19,262.19,262.19,262.19,74.19,2661600
399106.SZ,娣辫瘉缁兼寚,1992/9/23,265.69,265.69,265.69,265.69,92.36,3125400
399106.SZ,娣辫瘉缁兼寚,1992/9/24,274.92,274.92,274.92,274.92,246.55,7892600
399106.SZ,娣辫瘉缁兼寚,1992/9/25,270.64,270.64,270.64,270.64,278.31,8635000
399106.SZ,娣辫瘉缁兼寚,1992/9/28,270.75,270.75,270.75,270.75,132.7,4496500
399106.SZ,娣辫瘉缁兼寚,1992/9/29,272.19,272.19,272.19,272.19,125.51,4546900
399106.SZ,娣辫瘉缁兼寚,1992/9/30,270.65,270.65,270.65,270.65,155.36,5528800
399106.SZ,娣辫瘉缁兼寚,1992/10/1,270.65,270.65,270.65,270.65,0,0
399106.SZ,娣辫瘉缁兼寚,1992/10/2,270.65,270.65,270.65,270.65,0,0
399106.SZ,娣辫瘉缁兼寚,1992/10/4,272.25,272.25,272.25,272.25,72.93,2659500
399106.SZ,娣辫瘉缁兼寚,1992/10/5,270.21,270.21,270.21,270.21,59.02,2098700
399106.SZ,娣辫瘉缁兼寚,1992/10/6,266.28,266.28,266.28,266.28,63.92,2405300
399106.SZ,娣辫瘉缁兼寚,1992/10/7,268.22,268.22,268.22,268.22,54.19,1931700
399106.SZ,娣辫瘉缁兼寚,1992/10/8,267.16,267.16,267.16,267.16,48.69,1749200
399106.SZ,娣辫瘉缁兼寚,1992/10/9,268.42,268.42,268.42,268.42,73.54,2498300
399106.SZ,娣辫瘉缁兼寚,1992/10/12,268.95,268.95,268.95,268.95,146.49,5772700
399106.SZ,娣辫瘉缁兼寚,1992/10/13,265.21,265.21,265.21,265.21,64.03,2687400
399106.SZ,娣辫瘉缁兼寚,1992/10/14,259.43,259.43,259.43,259.43,80.8,3390400
399106.SZ,娣辫瘉缁兼寚,1992/10/15,262.93,262.93,262.93,262.93,79.02,3917500
399106.SZ,娣辫瘉缁兼寚,1992/10/16,261.06,261.06,261.06,261.06,71.8,3281300
399106.SZ,娣辫瘉缁兼寚,1992/10/19,251.16,251.16,251.16,251.16,99.81,3782800
399106.SZ,娣辫瘉缁兼寚,1992/10/20,253.44,253.44,253.44,253.44,136.08,5371700
399106.SZ,娣辫瘉缁兼寚,1992/10/21,245.29,245.29,245.29,245.29,99.41,3739800
399106.SZ,娣辫瘉缁兼寚,1992/10/22,242.18,242.18,242.18,242.18,165.41,6641500
399106.SZ,娣辫瘉缁兼寚,1992/10/23,236.18,236.18,236.18,236.18,163.18,6644000
399106.SZ,娣辫瘉缁兼寚,1992/10/26,216.65,216.65,216.65,216.65,193.87,8870900
399106.SZ,娣辫瘉缁兼寚,1992/10/27,210.32,210.32,210.32,210.32,253.58,11336600
399106.SZ,娣辫瘉缁兼寚,1992/10/28,215.69,215.69,215.69,215.69,186.69,8572300
399106.SZ,娣辫瘉缁兼寚,1992/10/29,226.74,226.74,226.74,226.74,209,9282300
399106.SZ,娣辫瘉缁兼寚,1992/10/30,231.66,231.66,231.66,231.66,282.09,12515900
399106.SZ,娣辫瘉缁兼寚,1992/11/2,217.83,217.83,217.83,217.83,184.85,8633900
399106.SZ,娣辫瘉缁兼寚,1992/11/3,223.15,223.15,223.15,223.15,138.8,6688600
399106.SZ,娣辫瘉缁兼寚,1992/11/4,218.42,218.42,218.42,218.42,83.04,4219500
399106.SZ,娣辫瘉缁兼寚,1992/11/5,216.93,216.93,216.93,216.93,66.75,3264300
399106.SZ,娣辫瘉缁兼寚,1992/11/6,214.68,214.68,214.68,214.68,93.31,4468200
399106.SZ,娣辫瘉缁兼寚,1992/11/9,212.73,212.73,212.73,212.73,55.54,2737100
399106.SZ,娣辫瘉缁兼寚,1992/11/10,210.9,210.9,210.9,210.9,63.54,3122100
399106.SZ,娣辫瘉缁兼寚,1992/11/11,205.14,205.14,205.14,205.14,92.23,4636000
399106.SZ,娣辫瘉缁兼寚,1992/11/12,198.85,198.85,198.85,198.85,116.31,5865900
399106.SZ,娣辫瘉缁兼寚,1992/11/13,189.87,189.87,189.87,189.87,154.56,8246500
399106.SZ,娣辫瘉缁兼寚,1992/11/16,170.82,170.82,170.82,170.82,159.9,9010100
399106.SZ,娣辫瘉缁兼寚,1992/11/17,167.25,167.25,167.25,167.25,220.7,13603100
399106.SZ,娣辫瘉缁兼寚,1992/11/18,176.82,176.82,176.82,176.82,267.55,15827200
399106.SZ,娣辫瘉缁兼寚,1992/11/19,178.76,178.76,178.76,178.76,223.99,12928600
399106.SZ,娣辫瘉缁兼寚,1992/11/20,172.3,172.3,172.3,172.3,202.88,12029200
399106.SZ,娣辫瘉缁兼寚,1992/11/23,164.8,164.8,164.8,164.8,167.46,10648000
399106.SZ,娣辫瘉缁兼寚,1992/11/24,169.98,169.98,169.98,169.98,104.05,6854900
399106.SZ,娣辫瘉缁兼寚,1992/11/25,175.84,175.84,175.84,175.84,154.77,9657400
399106.SZ,娣辫瘉缁兼寚,1992/11/26,195.73,195.73,195.73,195.73,338.54,19305700
399106.SZ,娣辫瘉缁兼寚,1992/11/27,194.43,194.43,194.43,194.43,426.44,22386000
399106.SZ,娣辫瘉缁兼寚,1992/11/30,217.65,217.65,217.65,217.65,442.87,23139300
399106.SZ,娣辫瘉缁兼寚,1992/12/1,224.16,224.16,224.16,224.16,505.58,23982300
399106.SZ,娣辫瘉缁兼寚,1992/12/2,218.03,218.03,218.03,218.03,494.74,22746900
399106.SZ,娣辫瘉缁兼寚,1992/12/3,211.86,211.86,211.86,211.86,345.82,16429800
399106.SZ,娣辫瘉缁兼寚,1992/12/4,222.11,222.11,222.11,222.11,407.65,19023900
399106.SZ,娣辫瘉缁兼寚,1992/12/7,234.79,234.79,234.79,234.79,489.19,21934600
399106.SZ,娣辫瘉缁兼寚,1992/12/8,232.21,232.21,232.21,232.21,417.85,17822100
399106.SZ,娣辫瘉缁兼寚,1992/12/9,223.78,223.78,223.78,223.78,400.68,17859300
399106.SZ,娣辫瘉缁兼寚,1992/12/10,217.12,217.12,217.12,217.12,353.5,16109200
399106.SZ,娣辫瘉缁兼寚,1992/12/11,222.48,222.48,222.48,222.48,366.06,15785000
399106.SZ,娣辫瘉缁兼寚,1992/12/14,220.43,220.43,220.43,220.43,220.01,9600800
399106.SZ,娣辫瘉缁兼寚,1992/12/15,215.26,215.26,215.26,215.26,151.41,6946000
399106.SZ,娣辫瘉缁兼寚,1992/12/16,220.94,220.94,220.94,220.94,152.75,7038000
399106.SZ,娣辫瘉缁兼寚,1992/12/17,218.52,218.52,218.52,218.52,116.92,5402000
399106.SZ,娣辫瘉缁兼寚,1992/12/18,222.86,222.86,222.86,222.86,152.92,7050300
399106.SZ,娣辫瘉缁兼寚,1992/12/21,226.83,226.83,226.83,226.83,277.81,12715400
399106.SZ,娣辫瘉缁兼寚,1992/12/22,223.31,223.31,223.31,223.31,226.22,10445100
399106.SZ,娣辫瘉缁兼寚,1992/12/23,221.19,221.19,221.19,221.19,147.26,6689900
399106.SZ,娣辫瘉缁兼寚,1992/12/24,225.01,225.01,225.01,225.01,118.95,5679700
399106.SZ,娣辫瘉缁兼寚,1992/12/25,225.52,225.52,225.52,225.52,144.44,6491000
399106.SZ,娣辫瘉缁兼寚,1992/12/28,226.05,226.05,226.05,226.05,107.88,5245000
399106.SZ,娣辫瘉缁兼寚,1992/12/29,229.85,229.85,229.85,229.85,179.36,7930300
399106.SZ,娣辫瘉缁兼寚,1992/12/30,238.3,238.3,238.3,238.3,312.43,13837500
399106.SZ,娣辫瘉缁兼寚,1992/12/31,241.21,241.21,241.21,241.21,375.19,17283800
399106.SZ,娣辫瘉缁兼寚,1993/1/3,255.85,255.85,255.85,255.85,323.25,15013600
399106.SZ,娣辫瘉缁兼寚,1993/1/4,251.63,251.63,251.63,251.63,465.58,22033100
399106.SZ,娣辫瘉缁兼寚,1993/1/5,251.32,251.32,251.32,251.32,252.87,12322600
399106.SZ,娣辫瘉缁兼寚,1993/1/6,254.5,254.5,254.5,254.5,187.91,8886000
399106.SZ,娣辫瘉缁兼寚,1993/1/7,257.94,257.94,257.94,257.94,241.97,11822800
399106.SZ,娣辫瘉缁兼寚,1993/1/8,263.3,263.3,263.3,263.3,337.44,15994700
399106.SZ,娣辫瘉缁兼寚,1993/1/11,272.68,272.68,272.68,272.68,516.39,23107800
399106.SZ,娣辫瘉缁兼寚,1993/1/12,266.04,266.04,266.04,266.04,479.73,20933100
399106.SZ,娣辫瘉缁兼寚,1993/1/13,270.1,270.1,270.1,270.1,340.75,15205500
399106.SZ,娣辫瘉缁兼寚,1993/1/14,267.19,267.19,267.19,267.19,289.56,12867400
399106.SZ,娣辫瘉缁兼寚,1993/1/15,269.96,269.96,269.96,269.96,266.21,11735800
399106.SZ,娣辫瘉缁兼寚,1993/1/18,276.94,276.94,276.94,276.94,410.17,17042500
399106.SZ,娣辫瘉缁兼寚,1993/1/19,280.45,280.45,280.45,280.45,461.08,18944300
399106.SZ,娣辫瘉缁兼寚,1993/2/1,309.97,309.97,309.97,309.97,596.02,23671400
399106.SZ,娣辫瘉缁兼寚,1993/2/2,323.05,323.05,323.05,323.05,743.84,28363000
399106.SZ,娣辫瘉缁兼寚,1993/2/3,318.65,318.65,318.65,318.65,718.67,26983300
399106.SZ,娣辫瘉缁兼寚,1993/2/4,325.17,325.17,325.17,325.17,706.4,26749400
399106.SZ,娣辫瘉缁兼寚,1993/2/5,330.49,330.49,330.49,330.49,785.12,28962400
399106.SZ,娣辫瘉缁兼寚,1993/2/8,347.93,347.93,347.93,347.93,980.67,34194000
399106.SZ,娣辫瘉缁兼寚,1993/2/9,342.05,342.05,342.05,342.05,746.05,25708400
399106.SZ,娣辫瘉缁兼寚,1993/2/10,336.91,336.91,336.91,336.91,574.03,19562200
399106.SZ,娣辫瘉缁兼寚,1993/2/11,331.29,331.29,331.29,331.29,674.32,22765300
399106.SZ,娣辫瘉缁兼寚,1993/2/12,322.24,322.24,322.24,322.24,865.06,29423800
399106.SZ,娣辫瘉缁兼寚,1993/2/15,333.52,333.52,333.52,333.52,789.96,26205600
399106.SZ,娣辫瘉缁兼寚,1993/2/16,324.09,324.09,324.09,324.09,674.38,22061300
399106.SZ,娣辫瘉缁兼寚,1993/2/17,334.16,334.16,334.16,334.16,634.28,21661000
399106.SZ,娣辫瘉缁兼寚,1993/2/18,338.36,338.36,338.36,338.36,876.59,29151100
399106.SZ,娣辫瘉缁兼寚,1993/2/19,357.17,357.17,357.17,357.17,1335.06,45404000
399106.SZ,娣辫瘉缁兼寚,1993/2/22,359.44,359.44,359.44,359.44,1340.81,43014900
399106.SZ,娣辫瘉缁兼寚,1993/2/23,356.21,356.21,356.21,356.21,948.03,30619300
399106.SZ,娣辫瘉缁兼寚,1993/2/24,339.33,339.33,339.33,339.33,1037.73,33425400
399106.SZ,娣辫瘉缁兼寚,1993/2/25,354.1,354.1,354.1,354.1,958.63,30984800
399106.SZ,娣辫瘉缁兼寚,1993/2/26,347.47,347.47,347.47,347.47,707.05,22414800
399106.SZ,娣辫瘉缁兼寚,1993/3/1,346.57,346.57,346.57,346.57,667.7,19157500
399106.SZ,娣辫瘉缁兼寚,1993/3/2,337.75,337.75,337.75,337.75,413.68,12919200
399106.SZ,娣辫瘉缁兼寚,1993/3/3,327.37,327.37,327.37,327.37,478.5,15194200
399106.SZ,娣辫瘉缁兼寚,1993/3/4,329.21,329.21,329.21,329.21,738.27,24193500
399106.SZ,娣辫瘉缁兼寚,1993/3/5,308.02,308.02,308.02,308.02,572.33,19319300
399106.SZ,娣辫瘉缁兼寚,1993/3/8,318.87,318.87,318.87,318.87,657.09,22522800
399106.SZ,娣辫瘉缁兼寚,1993/3/9,315.88,315.88,315.88,315.88,414.29,14253100
399106.SZ,娣辫瘉缁兼寚,1993/3/10,336.36,336.36,336.36,336.36,690.22,22666200
399106.SZ,娣辫瘉缁兼寚,1993/3/11,337.06,337.06,337.06,337.06,885.34,29618500
